Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
r10s7,ZF,M,8/21/2009,5,KM,b14r4,o19r5,,,Janie,TRUE
r10s8,ZF,M,8/11/2009,1,KM,g13r8,r2s20,,,Moritz,TRUE
r10s9,ZF,F,8/11/2009,1,,g13r8,r2s20,11/6/2009,NE,,FALSE
r11k-y1,ZF,M,1/11/2006,0,,yellow1,,6/16/2006,End of Exp.,,FALSE
r11o-o4k,ZF,F,8/2/2006,5,,o4k-p2,green13,3/20/2009,NE,long beak on 13.11.08,FALSE
r11p-s17o,ZF,F,3/7/2007,5,,s17o,s8k-p11k,6/25/2009,NE,"not in KU 01.11.2007. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
r11p-y7o,ZF,F,1/22/2007,3,,y7o-r16,r11o-o4k,5/8/2007,End of Exp.,,FALSE
r12k-ch900,ZF,M,1/12/2006,0,,,,9/9/2008,End of Exp.,Reserved by Janie,FALSE
r12o-o4k,ZF,F,8/2/2006,5,,o4k-p2,green13,6/25/2009,NE,"not in U1 - missing. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
r12p-y7o,ZF,M,1/22/2007,3,,y7o-r16,r11o-o4k,6/12/2009,End of Exp.,reserved for michael,FALSE
r13o-o4k,ZF,M,8/2/2006,5,,o4k-p2,green13,12/13/2006,End of Exp.,,FALSE
r13o-s17,ZF,M,12/17/2006,4,,silver17,blue10,5/6/2007,End of Exp.,,FALSE
r13p-sb,ZF,M,1/24/2007,2,,silverblack,blue3,4/28/2007,End of Exp.,,FALSE
r14o-o4k,ZF,F,8/2/2006,5,,o4k-p2,green13,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r14p-s2,ZF,F,3/1/2007,3,,silver2,green16,7/24/2007,Given away,Given away to Johanna,FALSE
r14w-silver17,ZF,F,12/17/2006,4,,silver17,blue10,8/21/2008,NE,euthanized,FALSE
r15o-r11c,ZF,F,8/7/2006,2,,red11,purple8,11/22/2006,End of Exp.,,FALSE
r15p-s2,ZF,F,3/1/2007,3,,silver2,green16,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r16o-r11,ZF,F,8/7/2006,2,,red11,purple8,3/20/2009,NE,,FALSE
r16p-s2,ZF,M,3/1/2007,3,,silver2,green16,6/21/2007,,,FALSE
r17k-silver17,ZF,F,12/17/2006,4,,silver17,blue10,3/22/2007,End of Exp.,,FALSE
r17o-r11,ZF,M,8/7/2006,2,,red11,purple8,12/21/2006,End of Exp.,,FALSE
r17p-s19o,ZF,F,3/13/2007,1,,s19o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
r18o-r11,ZF,F,8/7/2006,2,,red11,purple8,2/16/2007,Given away,Given Away to Marianne,FALSE
r18p-s17o,ZF,M,3/7/2007,5,,s17o,s8k-p11k,6/9/2008,Given away,Reserved by Claude!!!  Good song. Purely white bird. Given away to Johanna on 09.06.08,FALSE
r18w-silver17,ZF,M,12/17/2006,4,,silver17,blue10,4/2/2007,End of Exp.,,FALSE
r19o-r11,ZF,M,8/7/2006,2,,red11,purple8,5/31/2007,End of Exp.,,FALSE
r19p-s17o,ZF,M,3/7/2007,5,,s17o,s8k-p11k,6/25/2009,NE,"With good song structure, but rarely sing. Reserved by Claude. Not found in KM on 20 June 2009. - Janie",FALSE
r1b-o3,ZF,F,10/10/2006,2,,orange3,red5,5/21/2007,End of Exp.,,FALSE
r1o-p11k,ZF,M,4/20/2006,4,,p11k-ch900,g16k,11/13/2006,End of Exp.,,FALSE
r1p-r19o,ZF,M,12/15/2006,4,,r19o-r11,g1k,4/17/2007,End of Exp.,,FALSE
r1r1,ZF,M,11/16/2008,3,,b11r5,g18k-y6,5/6/2009,End of Exp.,not ringed yet,FALSE
r1s1,ZF,F,5/20/2007,0,,b13g-red11,s11p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
r1s10,ZF,M,5/9/2007,0,,purple20,purple13,12/5/2007,End of Exp.,,FALSE
r1s11,ZF,M,5/20/2007,1,,o4k-p2,green13,7/20/2007,End of Exp.,,FALSE
r1s12,ZF,M,5/20/2007,1,,o4k-p2,green13,7/20/2007,End of Exp.,,FALSE
r1s13,ZF,M,5/20/2007,1,,o4k-p2,green13,8/16/2007,End of Exp.,,FALSE
r1s14,ZF,M,6/1/2007,3,,red16,g18k-y6,7/15/2008,End of Exp.,died because of massive bleeding while inserting field L electrodes,FALSE
r1s15,ZF,F,6/1/2007,3,,red16,g18k-y6,11/1/2007,Given away,Given away to Johanna,FALSE
r1s16,ZF,M,6/1/2007,3,,red16,g18k-y6,10/29/2007,End of Exp.,,FALSE
r1s17,ZF,M,6/1/2007,3,,red16,g18k-y6,2/26/2008,End of Exp.,,FALSE
r1s18,ZF,F,5/20/2007,1,,o4k-p2,green13,7/24/2007,Given away,Given away to Johanna,FALSE
r1s19,ZF,F,5/20/2007,1,,o4k-p2,green13,7/24/2007,Given away,Given away to Johanna,FALSE
r1s2,ZF,M,5/20/2007,0,,b13g-red11,s11p-yellow8,9/19/2007,End of Exp.,,FALSE
r1s20,ZF,M,5/20/2007,1,,o4k-p2,green13,9/25/2007,End of Exp.,,FALSE
r1s3,ZF,F,5/20/2007,0,,b13g-red11,s11p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
r1s4,ZF,F,5/20/2007,0,,b13g-red11,s11p-yellow8,7/24/2007,Given away,Given away to Johanna,FALSE
r1s5,ZF,F,5/18/2007,2,,y16p-s2,o12o-r12k,7/24/2007,Given away,Given away to Johanna,FALSE
r1s6,ZF,M,5/18/2007,2,,y16p-s2,o12o-r12k,9/21/2007,End of Exp.,Bird immobile and very fluffy 1 day after surgery. 2nd Day after surgery bird still show strong apatie and weakness. Unable to eat and move.  Probably fatal infection. Euthanasie.,FALSE
r1s7,ZF,M,5/2/2007,3,,g1o-g14k,g15p-purple20,6/12/2008,End of Exp.,,FALSE
r1s8,ZF,M,5/2/2007,3,,g1o-g14k,g15p-purple20,7/17/2008,End of Exp.,,FALSE
r1s9,ZF,F,5/2/2007,3,,g1o-g14k,g15p-purple20,7/24/2007,Given away,Given away to Johanna,FALSE
r1y10,ZF,M,5/27/2007,3,,goldch900,purple17,10/7/2007,End of Exp.,,FALSE
r1y11,ZF,F,5/27/2007,3,,goldch900,purple17,11/1/2007,Given away,Given away to Johanna,FALSE
r1y12,ZF,M,5/27/2007,3,,goldch900,purple17,10/1/2008,End of Exp.,missing - propably found in KO.,FALSE
r1y13,ZF,F,5/27/2007,3,,goldch900,purple17,11/1/2007,Given away,Given away to Johanna,FALSE
r1y14,ZF,M,5/27/2007,3,,goldch900,purple17,4/1/2008,End of Exp.,,FALSE
r1y15,ZF,F,5/27/2007,3,,goldch900,purple17,11/1/2007,Given away,Given away to Johanna,FALSE
r1y16,ZF,F,6/11/2007,4,,b11o-p11k,g9b-o4k,8/21/2008,NE,euthanized,FALSE
r1y17,ZF,F,6/11/2007,4,,b11o-p11k,g9b-o4k,3/20/2009,NE,,FALSE
r1y18,ZF,M,6/11/2007,4,,b11o-p11k,g9b-o4k,,,missing,FALSE
r1y19,ZF,M,6/3/2007,4,,s3k-y8,k9k-ch900,3/23/2008,End of Exp.,,FALSE
r1y20,ZF,M,6/3/2007,4,,s3k-y8,k9k-ch900,11/15/2007,End of Exp.,Natively lack of 3 toes.,FALSE
r1y6,ZF,M,5/29/2007,4,,o20o-ch900,r12o-o4k,10/3/2007,Given away,This bird is reserved for acute experiment by Richard and Aymeric ---  Bird lost,FALSE
r1y7,ZF,F,5/27/2007,3,,b8o-p11k,r2b-o3,11/1/2007,Given away,Given away to Johanna,FALSE
r1y8,ZF,F,5/27/2007,3,,b8o-p11k,r2b-o3,8/21/2008,NE,euthanized,FALSE
r1y9,ZF,M,5/27/2007,3,,b8o-p11k,r2b-o3,10/4/2007,End of Exp.,,FALSE
r20o-o4k,ZF,F,4/29/2006,1,,o4k-p2,green13,10/6/2006,NE,,FALSE
r20p-s17o,ZF,F,3/7/2007,5,,s17o,s8k-p11k,7/24/2007,Given away,Given away to Johanna,FALSE
r2b1,ZF,F,9/28/2007,0,,yellow20,blue2,,,"bird is missing in cage on June 15, 2009, michael",FALSE
r2b-o3,ZF,F,10/10/2006,2,,orange3,red5,,,Bird supposed to be in 2U2 but not there. Daniele 10.07.2009,FALSE
r2o-p11k,ZF,M,4/20/2006,4,,p11k-ch900,g16k,8/11/2006,End of Exp.,,FALSE
r2p-r19o,ZF,M,12/15/2006,4,,r19o-r11,g1k,3/26/2007,End of Exp.,,FALSE
r2r3,ZF,M,4/11/2007,3,,goldch900,purple17,7/21/2008,End of Exp.,,FALSE
r2r4,ZF,F,4/11/2007,3,,goldch900,purple17,7/24/2007,Given away,Given away to Johanna,FALSE
r2r5,ZF,M,4/11/2007,3,,goldch900,purple17,6/26/2008,End of Exp.,,FALSE
r2r6,ZF,M,4/4/2007,4,,s14k-r16,p3o-sb,11/30/2008,End of Exp.,dead?,FALSE
r2r7,ZF,M,4/4/2007,4,,s14k-r16,p3o-sb,2/27/2008,Perished,,FALSE
r2s1,ZF,F,10/6/2007,2,,g9r1,b4p-red11,8/21/2008,NE,euthanized,FALSE
r2s10,ZF,F,10/3/2007,3,,y7o-r16,purple16,8/21/2008,NE,euthanized,FALSE
r2s11,ZF,M,10/3/2007,3,,y7o-r16,purple16,3/26/2008,End of Exp.,,FALSE
r2s12,ZF,M,10/3/2007,3,,y7o-r16,purple16,3/3/2008,End of Exp.,,FALSE
r2s13,ZF,M,10/3/2007,3,,y7o-r16,purple16,2/8/2008,End of Exp.,,FALSE
r2s14,ZF,M,9/16/2007,3,,silvergreen8,green16,1/9/2007,,,FALSE
r2s15,ZF,F,9/16/2007,3,,silvergreen8,green16,8/21/2008,NE,euthanized,FALSE
r2s16,ZF,M,9/16/2007,3,,silvergreen8,green16,6/2/2008,End of Exp.,,FALSE
r2s17,ZF,F,9/16/2007,3,,silvergreen8,green16,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r2s18,ZF,F,10/1/2007,2,,y16p-s2,o12o-r12k,11/2/2009,NE,,FALSE
r2s19,ZF,M,10/27/2007,5,,b8o-p11k,s13p-yellow8,2/26/2008,End of Exp.,,FALSE
r2s2,ZF,M,10/6/2007,2,,g9r1,b4p-red11,5/14/2008,End of Exp.,,FALSE
r2s20,ZF,F,10/27/2007,5,2M1,b8o-p11k,s13p-yellow8,,,,FALSE
r2s3,ZF,M,10/6/2007,2,,g9r1,b4p-red11,9/4/2008,End of Exp.,White bird,FALSE
r2s4,ZF,M,9/28/2007,3,,g5r1,purple13,8/15/2008,End of Exp.,,FALSE
r2s5,ZF,M,9/28/2007,3,,g5r1,purple13,2/2/2008,End of Exp.,,FALSE
r2s6,ZF,M,9/28/2007,3,,g5r1,purple13,10/6/2008,End of Exp.,,FALSE
r2s7,ZF,M,9/28/2007,3,,g5r1,purple13,4/22/2008,End of Exp.,,FALSE
r2s8,ZF,F,9/28/2007,0,,g5r1,purple13,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r2s9,ZF,M,10/3/2007,3,,y7o-r16,purple16,1/17/2008,End of Exp.,,FALSE
r2v1,ZF,M,9/28/2007,0,,yellow20,blue2,,,missing,FALSE
r2y1,ZF,F,10/14/2007,3,M4,g8r1,b7br-b3k,,,,FALSE
r2y10,ZF,M,10/3/2007,3,,r6p-r9k,red5,12/31/2007,End of Exp.,,FALSE
r2y11,ZF,M,10/8/2007,2,,red16,g18k-y6,2/11/2008,End of Exp.,,FALSE
r2y12,ZF,M,10/3/2007,3,,r6p-r9k,red5,,,missing,FALSE
r2y13,ZF,M,10/2/2007,2,,r12p-y7o,o8p-y8,4/25/2008,Surgery,,FALSE
r2y14,ZF,F,10/2/2007,2,,r12p-y7o,o8p-y8,8/21/2008,NE,"euthanized, not found in ZZ-O on 09.06.08",FALSE
r2y15,ZF,F,10/17/2007,2,,y5o-s3k,purple17,6/4/2008,NE,Found with broken leg. Claude.,FALSE
r2y16,ZF,M,10/17/2007,2,,y5o-s3k,purple17,10/2/2008,NE,swollen feet - removed rings to see if he gets better. Bird injured himself on cuttle bone holder in MK so severly that we had to put him down.,FALSE
r2y17,ZF,M,10/17/2007,2,,y5o-s3k,purple17,3/12/2008,End of Exp.,,FALSE
r2y18,ZF,F,10/17/2007,3,,y5o-s3k,purple17,8/21/2008,NE,"euthanized,not found in ZZ-O on 09.06.08. Found on 08.07.08 and put back in KU.",FALSE
r2y19,ZF,M,10/17/2007,0,,y5o-s3k,purple17,5/6/2008,End of Exp.,,FALSE
r2y2,ZF,F,10/14/2007,3,,g8r1,b7br-b3k,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r2y20,ZF,M,9/28/2007,0,,yellow20,blue2,6/11/2008,End of Exp.,,FALSE
r2y3,ZF,M,10/14/2007,3,,g8r1,b7br-b3k,2/5/2008,NE,seems to have died in cage - of no apparent reason.,FALSE
r2y4,ZF,M,10/18/2007,1,,yellow10,o9o10,6/9/2008,End of Exp.,,FALSE
r2y5,ZF,F,10/18/2007,1,,yellow10,o9o10,6/9/2008,End of Exp.,,FALSE
r2y6,ZF,F,10/18/2007,1,,yellow10,o9o10,1/25/2008,Perished,"something wrong with one of the feet. Seems to be pregnant. Changes sex to female. Add 25.01.2008:  Bird seems sick, killed the bird.",FALSE
r2y7,ZF,F,10/18/2007,5,,yellow10,o9o10,2/12/2008,End of Exp.,,FALSE
r2y8,ZF,F,10/18/2007,5,,yellow10,o9o10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r2y9,ZF,F,10/3/2007,3,,r6p-r9k,red5,6/6/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r3o-p11k,ZF,F,4/20/2006,4,,p11k-ch900,g16k,6/4/2006,Perished,Ibutenic acid lesion….,FALSE
r3p-orange3,ZF,F,12/23/2006,2,,orange3,red5,4/20/2007,End of Exp.,,FALSE
r3p-r19o,ZF,M,12/15/2006,4,,r19o-r11,g1k,10/7/2008,End of Exp.,Reserved for Janie,FALSE
r3r10,ZF,M,5/20/2007,1,,r3p-r19o,r16o-r11,10/1/2007,End of Exp.,,FALSE
r3r11,ZF,M,5/20/2007,1,,r3p-r19o,r16o-r11,11/20/2007,End of Exp.,,FALSE
r3r8,ZF,M,4/4/2007,4,,s14k-r16,p3o-sb,8/20/2008,End of Exp.,,FALSE
r3r9,ZF,F,5/20/2007,1,,r3p-r19o,r16o-r11,7/24/2007,Given away,Given away to Johanna,FALSE
r3s1,ZF,,12/13/2007,7,,y7o-r16,purple16,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r3s14,ZF,F,12/30/2007,4,,g6r1,p14b-r16,11/10/2008,End of Exp.,It's a female. Claude.,FALSE
r3s15,ZF,M,12/30/2007,4,,g6r1,p14b-r16,4/7/2008,End of Exp.,,FALSE
r3s16,ZF,M,12/30/2007,4,,g6r1,p14b-r16,4/16/2008,End of Exp.,,FALSE
r3s17,ZF,F,12/30/2007,4,,g6r1,p14b-r16,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r3s2,ZF,,12/13/2007,7,,y7o-r16,purple16,3/31/2008,End of Exp.,,FALSE
r3s3,ZF,M,12/13/2007,7,,y7o-r16,purple16,,NE,severely sick.,FALSE
r3s4,ZF,F,12/27/2007,4,,g3r1,purple8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r3s5,ZF,M,1/17/2008,4,,yellow10,o9o10,2/11/2008,End of Exp.,,FALSE
r3s6,ZF,,1/19/2008,5,,g13p-purple20,r8p-s19o,2/11/2008,End of Exp.,,FALSE
r3s7,ZF,M,1/17/2008,4,,yellow10,o9o10,2/11/2008,End of Exp.,,FALSE
r3y1,BF,F,1/1/2007,0,A,,,,,,FALSE
r3y10,BF,F,1/1/2007,0,,,,8/25/2009,Perished,,FALSE
r3y11,BF,M,1/1/2007,0,A,,,,,,FALSE
r3y12,BF,M,1/1/2007,0,A,,,,,missing r3 ring,FALSE
r3y13,ZF,F,12/30/2007,5,,g9r1,b4p-red11,,,"bird is missing in cage on June 15, 2009, michael",FALSE
r3y14,ZF,M,12/30/2007,5,,g9r1,b4p-red11,3/12/2008,End of Exp.,,FALSE
r3y15,ZF,M,12/30/2007,5,,g9r1,b4p-red11,5/28/2008,End of Exp.,,FALSE
r3y16,ZF,F,12/30/2007,5,,g9r1,b4p-red11,6/9/2008,NE,,FALSE
r3y17,ZF,F,12/30/2007,5,,g9r1,b4p-red11,8/21/2008,NE,euthanized,FALSE
r3y18,ZF,F,12/30/2007,3,,g5r1,purple13,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r3y19,ZF,M,12/30/2007,3,,g5r1,purple13,4/2/2008,End of Exp.,,FALSE
r3y2,BF,F,1/1/2007,0,A,,,,,,FALSE
r3y20,ZF,M,12/30/2007,3,,g5r1,purple13,4/16/2008,End of Exp.,,FALSE
r3y3,BF,M,1/1/2007,0,A,,,,,didn't want to sing in E4.,FALSE
r3y4,BF,F,1/1/2007,0,A,,,,,,FALSE
r3y5,BF,F,1/1/2007,0,?,,,,,"Not found in cage A on 25 Aug., 2009 - Janie.",FALSE
r3y6,BF,M,1/1/2007,0,A,,,,,,FALSE
r3y7,BF,M,1/1/2007,0,A,,,,,,FALSE
r3y8,BF,M,1/1/2007,0,A,,,,,,FALSE
r3y9,BF,F,1/1/2007,0,?,,,,,"Not found in cage A on 25 Aug., 2009 - Janie.",FALSE
r4k-sk,ZF,M,10/20/2005,0,,silverblack,,6/14/2006,End of Exp.,The Stim. Electrodes detached from skull during exp.,FALSE
r4o14,BF,F,1/1/2008,0,A,,,,,,FALSE
r4o9,BF,F,1/1/2008,0,A,,,,,,FALSE
r4o-p11k,ZF,F,4/20/2006,4,,p11k-ch900,g16k,8/11/2006,End of Exp.,,FALSE
r4p1,ZF,F,5/8/2008,4,,g12r2,p10r2,8/21/2008,NE,euthanized,FALSE
r4p2,ZF,M,5/8/2008,4,,g12r2,p10r2,,,missing,FALSE
r4p3,ZF,M,5/8/2008,4,,g12r2,p10r2,9/17/2008,End of Exp.,,FALSE
r4p4,ZF,F,5/8/2008,4,,g12r2,p10r2,8/21/2008,NE,euthanized,FALSE
r4p5,ZF,M,5/8/2008,4,,g12r2,p10r2,9/2/2008,End of Exp.,,FALSE
r4p-orange3,ZF,F,12/23/2006,2,,orange3,red5,3/29/2007,End of Exp.,,FALSE
r4p-r9k,ZF,F,12/15/2006,0,,r9k-s17,p8k,6/25/2009,NE,"not in KU 01.11.2007. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
r4r12,ZF,F,5/20/2007,1,,r3p-r19o,r16o-r11,7/24/2007,Given away,Given away to Johanna,FALSE
r4r13,ZF,F,5/9/2007,4,,p14k-p2,purple8,7/24/2007,Given away,Given away to Johanna,FALSE
r4r14,ZF,F,5/9/2007,4,,p14k-p2,purple8,7/24/2007,Given away,Given away to Johanna,FALSE
r4r15,ZF,F,5/9/2007,4,,p14k-p2,purple8,7/17/2007,End of Exp.,,FALSE
r4s1,ZF,F,11/24/2007,5,,g7r1,orange16,8/21/2008,NE,euthanized,FALSE
r4s10,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,4/2/2008,End of Exp.,,FALSE
r4s11,ZF,M,12/2/2007,4,,y5o-s3k,purple17,7/17/2008,End of Exp.,,FALSE
r4s12,ZF,M,12/2/2007,4,,y5o-s3k,purple17,2/29/2008,End of Exp.,,FALSE
r4s13,ZF,M,12/2/2007,4,,y5o-s3k,purple17,6/10/2008,NE,found dead in ISO chamber,FALSE
r4s14,ZF,M,12/2/2007,4,,y5o-s3k,purple17,,,missing,FALSE
r4s15,ZF,M,12/2/2007,4,,y5o-s3k,purple17,2/29/2008,,,FALSE
r4s16,ZF,,3/28/2008,3,,g5r1,purple13,6/3/2008,End of Exp.,,FALSE
r4s17,,M,3/28/2008,3,,g5r1,,6/5/2008,End of Exp.,,FALSE
r4s18,ZF,,3/28/2008,3,,g5r1,purple13,6/12/2008,End of Exp.,,FALSE
r4s19,ZF,F,3/18/2008,7,,k7r1,r14w-silver17,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r4s2,ZF,F,11/24/2007,5,,g7r1,orange16,,,missing,FALSE
r4s20,ZF,F,3/18/2008,7,,k7r1,r14w-silver17,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
r4s4,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,3/26/2007,End of Exp.,,FALSE
r4s5,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,5/13/2008,End of Exp.,,FALSE
r4s6,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,6/14/2008,Surgery,died after 3rd injection of urethane,FALSE
r4s7,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,4/16/2008,End of Exp.,,FALSE
r4s8,ZF,M,12/2/2007,6,,g8r1,b7br-b3k,1/3/2008,End of Exp.,,FALSE
r4s9,ZF,F,12/2/2007,6,,g8r1,b7br-b3k,5/27/2008,End of Exp.,,FALSE
r4y1,ZF,M,4/8/2008,3,,g9r1,b4p-red11,7/24/2008,End of Exp.,,FALSE
r4y10,ZF,M,5/8/2008,5,,g5r1,purple13,9/8/2008,End of Exp.,,FALSE
r4y11,ZF,F,5/29/2008,3,,p16p-r11,green10,8/21/2008,NE,euthanized,FALSE
r4y12,ZF,F,5/26/2008,2,,g8r2,b11r2,8/21/2008,NE,euthanized,FALSE
r4y13,ZF,F,5/26/2008,2,,g8r2,b11r2,8/21/2008,NE,euthanized,FALSE
r4y14,ZF,M,5/26/2008,2,,g8r2,b11r2,8/14/2008,End of Exp.,,FALSE
r4y15,ZF,F,5/26/2008,2,,g8r2,b11r2,8/21/2008,NE,euthanized,FALSE
r4y16,ZF,F,5/27/2008,2,,o1r1,r7g-yellow8,8/21/2008,NE,euthanized,FALSE
r4y17,ZF,F,5/27/2008,2,,o1r1,r7g-yellow8,8/21/2008,NE,euthanized,FALSE
r4y18,ZF,F,5/27/2008,2,,o1r1,r7g-yellow8,8/21/2008,NE,euthanized,FALSE
r4y19,ZF,F,5/27/2008,2,,o1r1,r7g-yellow8,8/21/2008,NE,euthanized,FALSE
r4y2,ZF,F,4/8/2008,3,,g9r1,b4p-red11,7/8/2008,NE,"3ul X, 3ul K, dead after 5 hours",FALSE
r4y4,BF,,3/9/2008,0,A,r3y12,r3y10,,,,FALSE
r4y5,ZF,F,5/16/2008,1,,r2s4,y8o-r16,8/21/2008,NE,euthanized,FALSE
r4y6,ZF,M,5/8/2008,5,,g5r1,purple13,9/27/2008,End of Exp.,,FALSE
r4y7,ZF,M,5/8/2008,5,,g5r1,purple13,9/1/2008,End of Exp.,,FALSE
r4y8,ZF,M,5/8/2008,5,,g5r1,purple13,8/22/2008,End of Exp.,,FALSE
r4y9,ZF,F,5/8/2008,5,,g5r1,purple13,8/21/2008,NE,euthanized,FALSE
r5ch8587,ZF,M,8/7/2008,0,,,,,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5o-s2,ZF,M,4/15/2006,0,,silver2,p6k-y8,5/10/2007,End of Exp.,,FALSE
r5p-r9k,ZF,F,12/15/2006,0,,r9k-s17,p8k,4/17/2007,Perished,,FALSE
r5p-red11,ZF,M,1/1/2007,5,,red11,purple16,8/3/2007,End of Exp.,,FALSE
r5r16,ZF,M,5/9/2007,4,,p14k-p2,purple8,5/28/2008,End of Exp.,,FALSE
r5r17,ZF,F,5/9/2007,4,,p14k-p2,purple8,7/24/2007,Given away,Given away to Johanna,FALSE
r5r18,ZF,M,5/9/2007,4,,p14k-p2,purple8,10/19/2007,End of Exp.,,FALSE
r5r19,ZF,M,4/27/2007,7,,silver15,p6k-y8,8/27/2007,End of Exp.,,FALSE
r5s1,ZF,F,9/10/2008,4,2O2,g13p-purple20,p14b-r16,,,,FALSE
r5s10,ZF,M,9/17/2008,3,,s3k-y8,p10r2,11/28/2008,End of Exp.,,FALSE
r5s11,ZF,M,9/17/2008,3,,s3k-y8,p10r2,11/28/2008,End of Exp.,,FALSE
r5s12,ZF,M,9/17/2008,3,,s3k-y8,p10r2,7/28/2009,End of Exp.,Reserved for Janie,FALSE
r5s13,ZF,F,9/17/2008,3,R4,s3k-y8,p10r2,,,,FALSE
r5s14,ZF,M,9/17/2008,3,,s3k-y8,p10r2,7/14/2009,End of Exp.,"This bird was found in KM. Another bird, which was missing a ring was found in 2M1 - it was assumed that that bird was this r5s14, which was incorrect. Therefore, this bird remains r5s14, wheras the other bird was reringed and renamed..",FALSE
r5s15,ZF,F,9/18/2008,4,,b11r3,o8r3,1/9/2009,NE,,FALSE
r5s17,ZF,F,10/9/2008,0,,k2r2,p6r2,1/9/2009,NE,,FALSE
r5s19,ZF,F,9/2/2008,0,,g8r1,k10r2,11/13/2008,End of Exp.,,FALSE
r5s2,ZF,F,9/10/2008,4,,g13p-purple20,p14b-r16,8/22/2009,NE,,FALSE
r5s20,ZF,F,9/2/2008,0,A-UL,g8r1,k10r2,,,,FALSE
r5s3,ZF,F,9/10/2008,4,,g13p-purple20,p14b-r16,11/18/2008,End of Exp.,,FALSE
r5s4,ZF,F,9/10/2008,4,2U1,g13p-purple20,p14b-r16,,,Reserved for coupling,TRUE
r5s5,ZF,F,9/10/2008,4,,b7r3,p20r3,1/15/2009,NE,,FALSE
r5s6,ZF,M,9/10/2008,4,,b7r3,p20r3,11/22/2008,End of Exp.,,FALSE
r5s7,ZF,F,9/10/2008,4,,b7r3,p20r3,11/20/2008,End of Exp.,,FALSE
r5s8,ZF,M,9/10/2008,4,,b7r3,p20r3,12/11/2008,End of Exp.,,FALSE
r5s9,ZF,M,9/10/2008,4,,b7r3,p20r3,1/12/2009,End of Exp.,,FALSE
r5-stumpy,ZF,M,8/7/2008,0,,,,11/21/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age). Lost right leg (before we bought it),FALSE
r5y1,ZF,M,8/7/2008,0,,,,11/25/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y10,ZF,M,8/7/2008,0,,,,12/7/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y11,ZF,M,8/7/2008,0,,,,8/31/2009,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y13,ZF,M,8/7/2008,0,,,,11/12/2008,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y14,ZF,M,8/7/2008,0,U7,,,,,bought from qualipet on 07.11.08. birthday estimated (minimum age). Reserved for Janie,TRUE
r5y15,ZF,M,8/7/2008,0,2M3,,,,,"bought from qualipet on 07.11.08. birthday estimated (minimum age). Should be a tutor in O4, but is missing now.(Claude 01.05.2009). Found in KM on  May 2009.",FALSE
r5y16,ZF,M,8/7/2008,0,,,,6/25/2009,NE,"bought from qualipet on 07.11.08. birthday estimated (minimum age). may have lost non r5 ring. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
r5y17,ZF,F,9/18/2008,4,,b11r3,o8r3,3/20/2009,NE,,FALSE
r5y18,ZF,F,9/18/2008,4,U6,b11r3,o8r3,,,,FALSE
r5y19,ZF,M,8/7/2008,0,,,,1/14/2009,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y2,ZF,M,8/7/2008,0,,,,11/14/2008,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
r5y20,ZF,F,6/17/2008,2,,k7r1,r14w-silver17,8/21/2008,NE,euthanized,FALSE
r5y3,ZF,M,9/7/2008,0,,,,12/21/2008,NE,bought from qualipet on 07.11.08. birthday estimated (minimum age).,FALSE
