ID,Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
1133,p17r5,ZF,m,2008-09-14,6,,k9r2,purple8,2009-01-14,Surgery,"Batch from M4 and M4B mixed, unsure if parents are correct",0
1142,p18r5,ZF,m,2008-09-14,6,,k9r2,purple8,2008-12-16,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",0
1150,p19r5,ZF,m,2008-09-14,6,,k9r2,purple8,2009-01-14,Surgery,"Batch from M4 and M4B mixed, unsure if parents are correct",0
500,g19r5,BF,u,2008-09-15,1,A,v-v10,K-K-K209-15,,,,1
1103,p14r5,ZF,m,2008-09-15,3,,k13r2,red5,2008-12-08,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",0
1113,p15r5,ZF,f,2008-09-15,3,?,k13r2,red5,,,"Batch from M4 and M4B mixed, unsure if parents are correct",0
1123,p16r5,ZF,m,2008-09-15,3,,k13r2,red5,2008-12-15,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",0
433,g13r8,ZF,m,2008-09-17,3,2M1,s3k-y8,p10r2,,,"reringed : formerly know as r5s14. michael, 22. juni 2009",0
1499,r5s10,ZF,m,2008-09-17,3,,s3k-y8,p10r2,2008-11-28,End of Exp.,,0
1500,r5s11,ZF,m,2008-09-17,3,,s3k-y8,p10r2,2008-11-28,End of Exp.,,0
1501,r5s12,ZF,m,2008-09-17,3,,s3k-y8,p10r2,2009-07-28,End of Exp.,Reserved for Janie,0
1502,r5s13,ZF,f,2008-09-17,3,R4,s3k-y8,p10r2,,,,0
1503,r5s14,ZF,m,2008-09-17,3,,s3k-y8,p10r2,2009-07-14,End of Exp.,"This bird was found in KM. Another bird, which was missing a ring was found in 2M1 - it was assumed that that bird was this r5s14, which was incorrect. Therefore, this bird remains r5s14, wheras the other bird was reringed and renamed..",0
713,k16r5,ZF,m,2008-09-18,4,,b11r3,o8r3,2009-06-01,End of Exp.,,0
1059,p10r5,ZF,f,2008-09-18,4,,b14r4,o12r3,2009-11-12,End of Exp.,,0
1070,p11r5,ZF,m,2008-09-18,4,,b14r4,o12r3,2009-07-07,End of Exp.,Found in KM on 20 June 2009. - Janie,0
1169,p20r5,ZF,f,2008-09-18,4,,b11r3,o8r3,2009-01-09,NE,,0
1228,p7r5,ZF,m,2008-09-18,4,,b14r4,o12r3,2008-12-11,End of Exp.,,0
1239,p8r5,ZF,f,2008-09-18,4,,b14r4,o12r3,2009-01-09,NE,,0
1250,p9r5,ZF,m,2008-09-18,4,,b14r4,o12r3,2009-06-25,NE,"may have lost non r5 ring. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",0
1504,r5s15,ZF,f,2008-09-18,4,,b11r3,o8r3,2009-01-09,NE,,0
1524,r5y17,ZF,f,2008-09-18,4,,b11r3,o8r3,2009-03-20,NE,,0
1525,r5y18,ZF,f,2008-09-18,4,U6,b11r3,o8r3,,,,0
737,k1r5,ZF,f,2008-09-24,2,,g2r1,r16o-r11,2009-06-25,NE,"Can't find in ZZ on 22 Feb 2009 (Janie). Not found, presumed dead. (-janie, 25.june.2009)",0
753,k2r5,ZF,f,2008-09-24,2,,g2r1,r16o-r11,2009-01-09,NE,,0
762,k3r5,ZF,m,2008-09-24,2,,g2r1,r16o-r11,2009-03-09,End of Exp.,Reserved for Janie. Not found in MK (Claude 01.05.2009),0
770,k4r5,ZF,m,2008-09-24,2,,g2r1,r16o-r11,2009-03-19,End of Exp.,,0
779,k5r5,ZF,m,2008-09-24,2,,g2r1,r16o-r11,2009-06-10,End of Exp.,reserved for michael,0
364,dJU2fa,ZF,u,2008-09-26,0,,b14r3,r1y17,2008-11-01,NE,,0
943,o1r6,ZF,f,2008-09-26,0,,b14r3,r1y17,2009-01-09,NE,,0
965,o2r6,ZF,m,2008-09-26,0,,b14r3,r1y17,2008-12-14,End of Exp.,,0
977,o3r6,ZF,m,2008-09-26,0,,b14r3,r1y17,2009-05-27,End of Exp.,,0
989,o4r6,ZF,m,2008-09-26,0,,b14r3,r1y17,,Given away,"If not found in KO, this bird was a female given away on 9.1.2009. Not found in KO on 20 June 2009, so marked as given away. -Janie",0
1002,o5r6,ZF,m,2008-09-26,0,,b14r3,r1y17,2009-07-14,End of Exp.,,0
1012,o6r6,ZF,m,2008-09-26,0,,b14r3,r1y17,2009-03-12,End of Exp.,,0
887,o15r6,ZF,f,2008-09-29,4,,y7o-r16,b20o-ch900,2009-08-22,NE,origin unclear due to cage tunneling,0
899,o16r6,ZF,f,2008-09-29,4,,y7o-r16,b20o-ch900,2009-06-17,End of Exp.,origin unclear due to cage tunneling,0
909,o17r6,ZF,f,2008-09-29,4,,y7o-r16,b20o-ch900,2009-05-30,NE,origin unclear due to cage tunneling,0
138,b1r6,ZF,m,2008-10-02,6,,b13r3,p3o-sb,2008-12-11,End of Exp.,,0
919,o18r6,ZF,m,2008-10-02,6,,b13r3,p3o-sb,2008-12-30,End of Exp.,,0
1160,p1r6,ZF,m,2008-10-02,6,,b13r3,p3o-sb,2009-06-04,End of Exp.,,0
1179,p2r6,ZF,f,2008-10-02,6,,b13r3,p3o-sb,2009-09-07,End of Exp.,,0
1189,p3r6,ZF,m,2008-10-02,6,U6,b13r3,p3o-sb,,,,0
1555,r6y1,ZF,m,2008-10-02,6,,b13r3,p3o-sb,2008-12-11,End of Exp.,,0
453,g15r5,ZF,m,2008-10-09,7,,,,2009-01-20,End of Exp.,"origin of bird unclear, age approximately right",0
1505,r5s17,ZF,f,2008-10-09,0,,k2r2,p6r2,2009-01-09,NE,,0
442,g14r5,ZF,m,2008-10-10,4,,y16p-s2,blue2,2009-06-03,End of Exp.,reserved for michael,0
465,g16r5,ZF,f,2008-10-10,4,,y16p-s2,blue2,2009-01-09,NE,,0
477,g17r5,ZF,m,2008-10-10,4,,y16p-s2,blue2,2009-02-19,End of Exp.,,0
489,g18r5,ZF,m,2008-10-10,4,,y16p-s2,blue2,2009-05-09,End of Exp.,,0
357,dJU1fa,ZF,u,2008-10-17,5,,red11,b7br-b3k,2008-11-01,NE,,0
825,o10r6,ZF,m,2008-10-17,5,,red11,b7br-b3k,2009-01-30,End of Exp.,reserved for michael,0
839,o11r6,ZF,m,2008-10-17,5,,red11,b7br-b3k,2009-05-27,End of Exp.,,0
851,o12r6,ZF,m,2008-10-17,5,,red11,b7br-b3k,2009-02-16,End of Exp.,,0
864,o13r6,ZF,m,2008-10-17,5,,red11,b7br-b3k,2009-01-15,Surgery,,0
876,o14r6,ZF,m,2008-10-17,5,,red11,b7br-b3k,2009-01-12,End of Exp.,,0
1024,o7r6,ZF,f,2008-10-17,2,,p17r2,b13r4,2009-01-09,NE,,0
1036,o8r6,ZF,m,2008-10-17,2,,p17r2,b13r4,2009-03-06,End of Exp.,,0
1047,o9r6,ZF,f,2008-10-17,2,FJ8,p17r2,b13r4,,,,0
1060,p10r6,ZF,m,2008-10-17,4,,b10r3,b11r2,2009-10-01,End of Exp.,,0
1071,p11r6,ZF,m,2008-10-17,4,,b10r3,b11r2,2009-07-20,End of Exp.,,0
1104,p14r6,ZF,m,2008-10-17,4,,b10r3,b11r2,2009-05-27,End of Exp.,,0
1151,p19r6,ZF,m,2008-10-17,4,,b10r3,b11r2,2009-02-17,End of Exp.,,0
1170,p20r6,ZF,m,2008-10-17,4,,b10r3,b11r2,2009-05-26,End of Exp.,,0
1251,p9r6,ZF,f,2008-10-17,4,,b10r3,b11r2,2009-01-09,NE,,0
1542,r6s1,ZF,f,2008-10-17,1,,g6r1,p9r2,2009-01-09,NE,,0
1547,r6s2,ZF,f,2008-10-18,1,,g6r1,p9r2,2009-01-09,NE,,0
1199,p4r6,ZF,f,2008-10-21,4,,g12r2,r8p-s19o,2009-01-09,NE,,0
1210,p5r6,ZF,f,2008-10-21,4,,g12r2,r8p-s19o,2009-01-09,NE,,0
1229,p7r6,ZF,m,2008-10-21,4,,g12r2,r8p-s19o,2009-11-06,End of Exp.,Reserved for Janie,0
1240,p8r6,ZF,f,2008-10-21,4,,g12r2,r8p-s19o,2009-07-23,NE,,0
931,o19r6,ZF,m,2008-10-22,3,,g13p-purple20,p14b-r16,2009-06-25,NE,"Not found in KO on 20 June 2009. Not found, presumed dead. (-janie, 25.june.2009)",0
954,o20r6,ZF,m,2008-10-22,3,,g13p-purple20,p14b-r16,2009-05-18,End of Exp.,,0
336,dJO4aa,ZF,u,2008-10-23,2,,b7r3,p20r3,2008-11-01,NE,,0
339,dJO4bc,ZF,u,2008-10-23,2,,b7r3,p20r3,2008-11-01,NE,,0
284,dJAd,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
285,dJAe,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
286,dJAf,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
287,dJAg,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
288,dJAh,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
289,dJAi,BF,u,2008-10-28,7,,,,2008-11-24,NE,,0
1566,r6y2,ZF,m,2008-10-28,4,,g4r1,b9r4,2009-04-15,End of Exp.,,0
1567,r6y3,ZF,m,2008-10-28,0,,g4r1,b9r4,2009-05-20,End of Exp.,,0
1568,r6y4,ZF,f,2008-10-28,4,,g4r1,b9r4,,,"bird is missing in cage on June 15, 2009, michael",0
1584,r7s14,BF,u,2008-10-28,7,A,,,,,,0
1585,r7s15,BF,u,2008-10-28,7,A,,,,,,0
1586,r7s16,BF,u,2008-10-28,7,A,,,,,,0
1587,r7s17,BF,u,2008-10-28,7,A,,,,,,0
738,k1r6,ZF,f,2008-10-29,7,,s3k-y8,p10r2,2009-01-09,NE,,0
754,k2r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-05-18,End of Exp.,,0
763,k3r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-05-20,End of Exp.,,0
771,k4r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-06-04,End of Exp.,,0
780,k5r6,ZF,f,2008-10-29,6,,s3k-y8,p10r2,2009-01-09,NE,,0
787,k6r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-05-11,End of Exp.,,0
794,k7r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-05-20,End of Exp.,,0
802,k8r6,ZF,m,2008-10-29,7,,s3k-y8,p10r2,2009-04-21,End of Exp.,,0
1569,r6y5,ZF,m,2008-10-29,4,,r12p-y7o,green16,2009-03-09,End of Exp.,origin unclear due to cage tunneling,0
1570,r6y6,ZF,f,2008-10-29,4,,r12p-y7o,green16,2009-01-09,NE,origin unclear due to cage tunneling,0
1571,r6y7,ZF,m,2008-10-29,4,,r12p-y7o,green16,2009-03-25,End of Exp.,origin unclear due to cage tunneling,0
1572,r6y8,ZF,m,2008-10-29,4,,r12p-y7o,green16,2009-05-12,End of Exp.,,0
1114,p15r6,ZF,f,2008-10-30,4,FJ8,p5r5,r2s18,,,Found in R7 on 25 June 2009.,0
1125,p16r6,ZF,m,2008-10-30,0,,p5r5,r2s18,2009-05-18,End of Exp.,,0
1134,p17r6,ZF,f,2008-10-30,4,,p5r5,r2s18,2009-01-09,NE,,0
1143,p18r6,ZF,f,2008-10-30,4,,p5r5,r2s18,,,"bird is missing in cage on June 15, 2009, michael",0
1573,r6y9,ZF,m,2008-10-30,3,,r3s3,k12r2,2009-04-30,End of Exp.,,0
1559,r6y13,ZF,f,2008-10-31,3,,r011,green10,2009-01-09,NE,,0
1563,r6y17,ZF,f,2008-10-31,3,,r011,green10,2009-01-09,NE,,0
1564,r6y18,ZF,f,2008-10-31,3,,r011,green10,2009-02-25,,Used to test Urethane.,0
1565,r6y19,ZF,m,2008-10-31,3,,r011,green10,2009-05-19,End of Exp.,,0
1561,r6y15,ZF,f,2008-11-03,0,,k13r2,red5,2009-01-09,NE,,0
1081,p12r6,ZF,u,2008-11-04,1,,g2r1,r16o-r11,2009-02-19,End of Exp.,,0
1092,p13r6,ZF,m,2008-11-04,1,,g2r1,r16o-r11,2009-05-02,Perished,,0
1556,r6y10,ZF,m,2008-11-04,5,,s17o,r7g-yellow8,2009-07-28,End of Exp.,,0
1557,r6y11,ZF,m,2008-11-04,5,,s17o,r7g-yellow8,2009-06-30,End of Exp.,Reserved for Janie,0
1558,r6y12,ZF,m,2008-11-04,5,,s17o,r7g-yellow8,2009-06-25,End of Exp.,Reserved for Janie,0
78,b15r6,ZF,f,2008-11-05,4,M5,b15r5,o5r5,,,,0
91,b16r6,ZF,m,2008-11-05,4,,b15r5,o5r5,2009-08-03,End of Exp.,,0
268,dJ2M3Bc,ZF,u,2008-11-05,4,,b15r5,o5r5,2008-12-19,NE,,0
269,dJ2M3Bd,ZF,u,2008-11-05,4,,b15r5,o5r5,2008-12-19,NE,,0
1798,xxxxx,ZF,u,2008-11-05,4,,,o5r5,,,,0
20,b10r6,ZF,m,2008-11-08,4,,b7r5,g19r2,2009-03-02,End of Exp.,,0
31,b11r6,ZF,f,2008-11-08,4,,b7r5,g19r2,2009-06-27,NE,,0
42,b12r6,ZF,f,2008-11-08,4,,b7r5,g19r2,2009-03-20,NE,,0
53,b13r6,ZF,f,2008-11-08,4,,b7r5,g19r2,2009-03-20,NE,,0
102,b17r6,ZF,m,2008-11-08,3,,b3r5,o7r5,2009-02-10,End of Exp.,,0
114,b18r6,ZF,f,2008-11-08,3,,b3r5,o7r5,2009-06-25,NE,"Not found in R4 on 24 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009)",0
126,b19r6,ZF,m,2008-11-08,3,,b3r5,o7r5,2009-03-05,Surgery,Died under anestia,0
159,b2r6,ZF,f,2008-11-12,3,,b14r4,o12r3,2009-03-20,NE,,0
171,b3r6,ZF,f,2008-11-12,3,,b14r4,o12r3,2009-03-20,NE,,0
182,b4r6,ZF,m,2008-11-12,3,,b14r4,o12r3,2009-06-29,End of Exp.,,0
410,g11r6,ZF,f,2008-11-16,3,,b11r5,g18k-y6,2009-03-20,NE,,0
513,g1r6,ZF,f,2008-11-16,2,,k2r2,p9r2,,,,0
534,g2r6,ZF,f,2008-11-16,2,KU,k2r2,p9r2,,,9.11.2009 (AK): didn't find bird in KU,0
545,g3r6,ZF,f,2008-11-16,3,F,y7o-r16,b20o-ch900,,,,0
557,g4r6,ZF,m,2008-11-16,4,,y7o-r16,b20o-ch900,2009-07-12,End of Exp.,,0
569,g5r6,ZF,f,2008-11-16,3,,y7o-r16,b20o-ch900,2009-03-20,NE,,0
582,g6r6,ZF,m,2008-11-16,3,,b11r5,g18k-y6,2009-06-02,End of Exp.,,0
592,g7r6,ZF,f,2008-11-16,3,,b11r5,g18k-y6,2009-03-20,NE,,0
604,g8r6,ZF,m,2008-11-16,3,,b11r5,g18k-y6,2009-06-02,End of Exp.,,0
614,g9r6,ZF,u,2008-11-16,3,,y7o-r16,b20o-ch900,2009-07-14,End of Exp.,Found in KM on 20 June 2009 . Was previously marked as NE on 22.01.2009. - Janie,0
1312,r1r1,ZF,m,2008-11-16,3,,b11r5,g18k-y6,2009-05-06,End of Exp.,not ringed yet,0
263,dJ2M1d,ZF,u,2008-11-18,5,,p1r5,p15r4,2009-01-16,NE,,0
264,dJ2M1e,ZF,u,2008-11-18,5,,p1r5,p15r4,2009-01-16,NE,,0
680,k11r6,ZF,m,2008-11-18,3,,b14r5,g7r5,2009-02-25,End of Exp.,,0
687,k12r6,ZF,m,2008-11-18,3,,b14r5,g7r5,2009-06-02,End of Exp.,,0
694,k13r6,ZF,f,2008-11-18,3,,b14r5,g7r5,2009-03-20,NE,,0
1551,r6s6,ZF,f,2008-11-18,5,,p1r5,p15r4,2009-03-20,NE,,0
1552,r6s7,ZF,f,2008-11-18,5,,p1r5,p15r4,2009-03-20,NE,,0
1553,r6s8,ZF,f,2008-11-18,5,,p1r5,p15r4,2009-06-24,End of Exp.,,0
267,dJ2M2c,ZF,u,2008-11-19,4,,p2r5,r2y1,2008-12-10,Perished,,0
1560,r6y14,ZF,f,2008-11-19,4,,p2r5,r2y1,2009-06-25,NE,I can't find this bird supposedly in 2M2. (13.01.2009 Claude). Found in ZZ on Feb 22 2009. White female.,0
1562,r6y16,ZF,m,2008-11-19,4,,p2r5,r2y1,2009-05-19,End of Exp.,bird is alive again.,0
193,b5r6,ZF,f,2008-11-21,5,,red11,b7br-b3k,,,"bird is missing on june 15, 2009",0
203,b6r6,ZF,m,2008-11-21,5,,red11,b7br-b3k,2009-06-04,End of Exp.,,0
214,b7r6,ZF,f,2008-11-21,5,,red11,b7br-b3k,2009-03-20,NE,,0
227,b8r6,ZF,m,2008-11-21,5,,red11,b7br-b3k,2009-03-16,End of Exp.,,0
236,b9r6,ZF,f,2008-11-21,5,,red11,b7br-b3k,2009-03-20,NE,,0
746,k20r6,ZF,m,2008-11-21,3,,y16p-s2,blue2,2009-02-01,NE,found dead in KM.,0
478,g17r6,ZF,f,2008-11-23,3,,p17r2,b13r4,2009-03-20,NE,,0
490,g18r6,ZF,m,2008-11-23,3,,p17r2,b13r4,2009-04-06,End of Exp.,,0
501,g19r6,ZF,f,2008-11-23,3,,p17r2,b13r4,2009-03-20,NE,,0
523,g20r6,ZF,f,2008-11-23,3,KU,p17r2,b13r4,,,9.11.2009 (AK): didn't find bird in KU,0
720,k17r6,BF,u,2008-11-27,0,A,v-v10,K-K-K209-15,,,,0
707,k15r6,ZF,m,2008-11-29,5,,b10r3,b11r2,2009-01-29,Surgery,,0
714,k16r6,ZF,m,2008-11-29,5,,b10r3,b11r2,2009-02-07,End of Exp.,,0
700,k14r6,ZF,f,2008-11-30,5,,b10r3,b11r2,2009-09-03,End of Exp.,,0
421,g12r6,ZF,m,2008-12-01,5,,g12r2,r8p-s19o,2009-02-10,End of Exp.,,0
431,g13r6,ZF,f,2008-12-01,5,,g12r2,r8p-s19o,2009-03-20,NE,,0
443,g14r6,ZF,m,2008-12-01,5,,g12r2,r8p-s19o,2009-02-20,End of Exp.,,0
454,g15r6,ZF,m,2008-12-01,5,,g12r2,r8p-s19o,2009-05-05,Surgery,,0
466,g16r6,ZF,m,2008-12-01,5,,g12r2,r8p-s19o,2009-02-14,End of Exp.,,0
1543,r6s10,ZF,f,2008-12-01,5,A-UR,b3r5,o7r5,,,,0
1544,r6s11,ZF,f,2008-12-01,5,,b3r5,o7r5,2009-03-20,NE,,0
1545,r6s12,ZF,f,2008-12-01,5,,b3r5,o7r5,2009-11-12,End of Exp.,,0
1546,r6s13,ZF,f,2008-12-01,5,2M4,b9r5,o8p-y8,,,,0
1554,r6s9,ZF,f,2008-12-01,5,,b3r5,o7r5,2009-03-20,NE,,0
139,b1r7,ZF,f,2008-12-05,5,,p5r5,r2s18,2009-04-13,NE,cute white lil guy,0
149,b20r7,ZF,u,2008-12-05,5,,p5r5,r2s18,2009-03-25,End of Exp.,,0
160,b2r7,ZF,f,2008-12-05,5,,p5r5,r2s18,,,"cute lil white guy, bird is missing on june 15, 2009",0
172,b3r7,ZF,f,2008-12-05,5,,p5r5,r2s18,2009-03-14,NE,cute lil white guy,0
401,g10r7,ZF,m,2008-12-05,5,,p5r5,r2s18,2009-03-25,End of Exp.,,0
1548,r6s3,ZF,m,2008-12-05,2,,b10r5,r2b-o3,2009-04-29,End of Exp.,,0
1549,r6s4,ZF,f,2008-12-05,2,MK,b10r5,r2b-o3,,,,0
1550,r6s5,ZF,m,2008-12-05,2,O1,b10r5,r2b-o3,,,res by beautiful g.,0
1588,r7s18,ZF,m,2008-12-05,5,,p5r5,r2s18,2009-02-06,End of Exp.,,0
1590,r7s20,ZF,u,2008-12-05,5,,p5r5,r2s18,2009-03-25,End of Exp.,,0
1581,r7s1,ZF,m,2008-12-11,3,,g2r1,r16o-r11,2009-04-14,End of Exp.,,0
1589,r7s2,ZF,m,2008-12-11,3,,g2r1,r16o-r11,2009-07-28,End of Exp.,,1
1591,r7s3,ZF,m,2008-12-11,3,,g2r1,r16o-r11,2009-08-06,End of Exp.,"LOST S3 RING. (20 June 2009). Do not use for experiment, use as tutor!",0
1592,r7s4,ZF,m,2008-12-11,f,,g2r1,r16o-r11,2009-05-27,End of Exp.,,0
266,dJ2M2Bc,ZF,u,2008-12-12,3,,p4r5,o1r5,,,"bird missing, coult not find it in cage 2M2B on 6.2.2009, michael . Declared dead by andreas (13.3)",0
633,J2M2Bb,ZF,u,2008-12-12,3,,p4r5,o1r5,2009-06-25,NE,"bird missing, could not find it in cage 2M2B on 6.2.2009, michael. Not found, presumed dead. (-janie, 25.june.2009)",0
1582,r7s10,ZF,f,2008-12-12,3,,p4r5,o1r5,2009-03-20,NE,,0
1583,r7s11,ZF,u,2008-12-15,0,,o1r1,k5r2,2009-03-11,End of Exp.,,0
277,dJ2O4c,ZF,u,2008-12-19,6,,y12red,p12r4,2009-02-06,NE,,0
359,dJU2Ba,ZF,u,2008-12-19,0,,yellow20,o6r4,,,,0
411,g11r7,ZF,f,2008-12-19,2,,g13p-purple20,p14b-r16,2009-03-20,NE,,0
1593,r7s5,ZF,m,2008-12-19,6,,y12red,p12r4,2009-08-08,End of Exp.,,0
1594,r7s6,ZF,f,2008-12-19,6,KU,y12red,p12r4,,,,0
1595,r7s7,ZF,m,2008-12-19,6,,y12red,p12r4,2009-11-07,End of Exp.,reserved for michael,0
1596,r7s8,ZF,f,2008-12-19,6,,y12red,p12r4,2009-03-20,NE,,0
467,g16r7,ZF,f,2008-12-20,7,,p2r5,r2y1,2009-03-20,NE,,0
491,g18r7,ZF,m,2008-12-20,7,,p2r5,r2y1,2009-06-25,NE,"Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009)",0
502,g19r7,ZF,m,2008-12-20,7,,p2r5,r2y1,2009-05-26,End of Exp.,,1
524,g20r7,ZF,m,2008-12-20,7,,p2r5,r2y1,2009-05-26,End of Exp.,,0
432,g13r7,ZF,f,2008-12-21,3,,s17o,r7g-yellow8,2009-03-20,NE,,0
444,g14r7,ZF,u,2008-12-21,3,,s17o,r7g-yellow8,2009-03-20,NE,,0
455,g15r7,ZF,u,2008-12-21,3,,s17o,r7g-yellow8,2009-03-20,NE,,0
479,g17r7,ZF,f,2008-12-25,0,,b7r5,g19r2,2009-03-20,NE,,0
514,g1r7,ZF,m,2008-12-27,6,,r5y19,o19r5,2009-04-02,End of Exp.,,0
535,g2r7,ZF,m,2008-12-27,6,,r5y19,o19r5,2009-03-12,End of Exp.,,0
546,g3r7,ZF,m,2008-12-27,0,,r5y19,o19r5,2009-03-12,End of Exp.,,0
558,g4r7,ZF,f,2008-12-27,0,2U3,r5y19,o19r5,,,,0
356,dJU1f,ZF,u,2009-01-06,4,,red11,b7br-b3k,2009-02-11,NE,,0
358,dJU1g,ZF,u,2009-01-06,4,,red11,b7br-b3k,2009-06-25,NE,"bird is missing, could not find it in cage U1 on 6.2.2009, michael. Not found, presumed dead. (-janie, 25.june.2009)",0
583,g6r7,ZF,f,2009-01-06,4,,red11,b7br-b3k,2009-03-20,NE,,0
593,g7r7,ZF,f,2009-01-06,4,,red11,b7br-b3k,2009-03-20,NE,,0
605,g8r7,ZF,m,2009-01-06,4,,red11,b7br-b3k,2009-03-29,End of Exp.,,0
615,g9r7,ZF,f,2009-01-06,4,,red11,b7br-b3k,,,"bird is missing on june 15, 2009",0
616,gg10r7,ZF,f,2009-01-06,4,,red11,b7br-b3k,2009-03-20,NE,"""gg"" is not typo. Somebody also rang ""g10r7"" for a male. So I rename this brid as ""gg10r7"". Claude 05.03.2009",0
570,g5r7,ZF,m,2009-01-08,0,,r5y11,r5s13,2009-03-16,End of Exp.,,0
1072,p11r7,ZF,m,2009-01-10,3,,b10r5,r2b-o3,2009-09-09,End of Exp.,,0
1190,p3r7,ZF,f,2009-01-10,3,MK,b10r5,r2b-o3,,,,0
1576,r7p1,ZF,m,2009-01-10,3,O4,b10r5,r2b-o3,,,Breeder.,0
826,o10r7,BF,u,2009-01-14,7,A,,,,,,0
840,o11r7,BF,u,2009-01-14,7,A,,,,,,0
852,o12r7,BF,u,2009-01-14,7,A,,,,,,0
1048,o9r7,BF,u,2009-01-14,7,A,,,,,,1
422,g12r7,ZF,m,2009-01-17,5,,b9r5,o8p-y8,2009-05-21,End of Exp.,,0
944,o1r7,ZF,m,2009-01-17,5,,b9r5,o8p-y8,2009-06-21,End of Exp.,reserved for michael,0
966,o2r7,ZF,m,2009-01-17,5,,b9r5,o8p-y8,2009-09-03,End of Exp.,Bird did not sing at all in the Isochamber for 6 days,0
1082,p12r7,ZF,m,2009-01-17,5,,b9r5,o8p-y8,2009-05-25,End of Exp.,,0
1105,p14r7,ZF,m,2009-01-17,5,,b9r5,o8p-y8,2009-06-25,NE,"Not found in KO on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",0
1061,p10r7,ZF,m,2009-01-19,3,,b14r4,o12r3,2009-05-19,End of Exp.,,0
1200,p4r7,ZF,f,2009-01-19,4,FJ8,g12r2,r8p-s19o,,,,0
1211,p5r7,ZF,f,2009-01-19,4,M3,g12r2,r8p-s19o,,,,0
1230,p7r7,ZF,m,2009-01-19,4,,g12r2,r8p-s19o,2009-04-08,End of Exp.,,0
1241,p8r7,ZF,m,2009-01-19,3,,b14r4,o12r3,2009-04-08,End of Exp.,,0
1013,o6r7,ZF,f,2009-01-21,3,O1,b15r5,o5r5,,,,0
1025,o7r7,ZF,m,2009-01-21,3,,b15r5,o5r5,2009-07-15,End of Exp.,,0
1037,o8r7,ZF,m,2009-01-21,3,,b15r5,o5r5,2009-07-30,End of Exp.,Found in KM on 20 June 2009. - Janie,0
129,b1b2,ZF,m,2009-01-30,5,,b3r5,o7r5,2009-07-07,End of Exp.,reserved for michael,0
162,b3b4,ZF,m,2009-01-30,5,,b3r5,o7r5,2009-05-11,NE,,0
282,dJ2U2Bf,ZF,u,2009-01-30,5,,b3r5,o7r5,2009-03-05,NE,,0
1577,r7p2,ZF,f,2009-01-30,5,,b3r5,o7r5,2009-03-20,NE,,0
1610,r7y3,ZF,f,2009-01-30,5,,b3r5,o7r5,2009-06-24,End of Exp.,,0
1611,r7y4,ZF,f,2009-01-30,5,FJ6,b3r5,o7r5,,,,0
21,b10r7,ZF,m,2009-02-04,7,M5,p5r5,r2s18,,,,0
215,b7r7,ZF,m,2009-02-04,7,A-UL,p2r5,r2y1,,,,0
228,b8r7,ZF,m,2009-02-04,7,R8,p2r5,r2y1,,,reserved for gokcen,0
237,b9r7,ZF,m,2009-02-04,7,,p2r5,r2s18,2009-04-14,NE,bird was sick.,0
256,d2M2e,ZF,u,2009-02-04,7,,p5r5,r2s18,2009-03-19,NE,,0
183,b4r7,ZF,f,2009-02-06,6,M2,b7r5,g19r2,,,,0
194,b5r7,ZF,f,2009-02-06,6,U3,b7r5,g19r2,,,,1
253,cj7,ZF,u,2009-02-06,6,,b7r5,g19r2,2009-04-03,End of Exp.,,0
254,cj8,ZF,m,2009-02-06,6,,b7r5,g19r2,2009-03-24,End of Exp.,,0
270,dJ2O2g,ZF,u,2009-02-06,6,,b7r5,g19r2,2009-03-05,NE,,0
932,o19r7,ZF,m,2009-02-06,6,,b7r5,g19r2,2009-07-01,End of Exp.,"no histology, because brain was in very bad shape.",0
955,o20r7,ZF,m,2009-02-06,6,,b7r5,g19r2,2009-05-04,End of Exp.,,0
978,o3r7,ZF,m,2009-02-06,2,,s17o,r7g-yellow8,2009-04-28,NE,white,0
990,o4r7,ZF,m,2009-02-06,2,R1,s17o,r7g-yellow8,,,white,0
1003,o5r7,ZF,u,2009-02-06,2,,s17o,r7g-yellow8,2009-04-28,NE,white,0
275,dJ2O4a,ZF,f,2009-02-08,5,,y12red,p12r4,2009-11-09,NE,"bird is missing on june 15, 2009",0
