Birdname;Species;Sex;Birthday;Uncertainty;Cage;Father;Mother;Date of death;Cause of death;Comment;Reserved
p7r8k;ZF;M;12.07.2009;8;2U2;r7p1;p13r5;;;;FALSE
p8k;ZF;F;17.10.2005;0;;;;27.07.2007;End of Exp.;;FALSE
p8o-g14k;ZF;M;13.06.2006;0;;g14k;orange16;25.06.2009;NE;Reserved by Claude. did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
p8o-r16;ZF;F;08.09.2006;3;;red16;green12;19.12.2006;End of Exp.;;FALSE
p8r1;ZF;F;17.07.2007;3;;g1o-g14k;g15p-purple20;01.11.2007;Given away;Given away to Johanna;FALSE
p8r10;ZF;M;02.10.2009;2;KO;b14r4;o19r5;;;;FALSE
p8r2;ZF;F;10.10.2007;2;;g1o-g14k;g15p-purple20;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p8r3;ZF;M;29.01.2008;2;;r3p-r19o;s11p-yellow8;19.04.2008;End of Exp.;;FALSE
p8r4;ZF;M;10.06.2008;2;;o19r2;r2s20;29.06.2009;End of Exp.;;FALSE
p8r5;ZF;F;18.09.2008;4;;b14r4;o12r3;09.01.2009;NE;;FALSE
p8r6;ZF;F;21.10.2008;4;;g12r2;r8p-s19o;23.07.2009;NE;;FALSE
p8r7;ZF;M;19.01.2009;3;;b14r4;o12r3;08.04.2009;End of Exp.;;FALSE
p8r8;ZF;M;12.07.2009;8;A-UL;r7p1;p13r5;;;;FALSE
p9green;BF;M;01.01.2007;0;;;;01.11.2009;NE;Found dead in cage.;FALSE
p9o;ZF;M;28.03.2007;0;;;;06.04.2007;End of Exp.;"From KM, but found no record in database, since all the ""p9o*"" were dead for exp. I set his birthday as the day I find him. Apparently he is an adult. -Claude. (Reserved by Claude for Richard) -";FALSE
p9o-r16;ZF;M;08.09.2006;3;;red16;green12;27.11.2006;End of Exp.;;FALSE
p9o-y13k;ZF;M;28.05.2006;0;;y13k-s17;p19k-o3;29.11.2006;End of Exp.;;FALSE
p9r1;ZF;M;17.07.2007;3;;g1o-g14k;g15p-purple20;19.06.2008;End of Exp.;;FALSE
p9r2;ZF;F;17.11.2007;1;;s20o-yellow20;p19k-o3;09.01.2009;NE;Due to reading mistake, was coupled as p6r2;FALSE
p9r4;ZF;M;14.05.2008;2;;g9r1;b4p-red11;22.08.2008;End of Exp.;;FALSE
p9r5;ZF;M;18.09.2008;4;;b14r4;o12r3;25.06.2009;NE;may have lost non r5 ring. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
p9r6;ZF;F;17.10.2008;4;;b10r3;b11r2;09.01.2009;NE;;FALSE
purple022;ZF;M;01.04.2009;7;IS2;;;;;Janie. bought from qualipet on July 13th 2009, michael;TRUE
purple050;ZF;M;01.04.2009;7;O7;;;;;"for breeding; bought from qualipet on July 13th 2009, michael";TRUE
purple13;ZF;F;26.03.2005;0;;;;21.08.2008;NE;euthanized;FALSE
purple16;ZF;F;18.04.2006;0;;;;22.08.2009;NE;;FALSE
purple17;ZF;F;14.04.2005;4;;;;25.06.2009;NE;missing since 3.7.08. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
purple2;ZF;F;21.07.2004;0;;;;16.06.2006;NE;"-> abgegeben an Z""uchter";FALSE
purple20;ZF;M;26.05.2004;0;;;;16.09.2009;NE;Oedipus, the legendary. First bird born at INI. Had first microdrive for 4 weeks and two other surgeries. Father of many juveniles. Good singer. Killed his father and got his mother pregnant.;FALSE
purple5;ZF;F;12.09.2004;0;;;;24.07.2007;Given away;Given away to Johanna;FALSE
purple8;ZF;M;24.10.2004;0;;;;19.01.2009;End of Exp.;;FALSE
r;ZF;M;17.12.2006;4;;silver17;blue10;30.01.2007;End of Exp.;;FALSE
r011;ZF;M;;0;R6;;;;;Janie. bought from breeder, 3rd Oct 2008, has one red 011 ring.;TRUE
r10br-o4k;ZF;F;14.04.2007;3;;o4k-p2;green13;21.08.2008;NE;euthanized;FALSE
r10o-o4k;ZF;F;02.08.2006;5;;o4k-p2;green13;16.02.2007;Given away;Given Away to Marianne;FALSE
r10p-y7o;ZF;F;22.01.2007;3;;y7o-r16;r11o-o4k;10.04.2007;End of Exp.;;FALSE
r10s1;ZF;M;21.08.2009;5;R3;b14r4;o19r5;;;michael, 29.11.2009 : tplsm - bos stim;TRUE
r10s10;ZF;F;29.08.2009;1;;o12r8;g19r2;;;;FALSE
r10s11;ZF;F;21.08.2009;3;KU;o13r8;b4r7;;;;FALSE
r10s12;ZF;F;21.08.2009;3;2M1;o13r8;b4r7;;;;FALSE
r10s13;ZF;M;21.08.2009;3;R3;o13r8;b4r7;;;michael, 29.11.09 - tplsm : bos stim;TRUE
r10s14;ZF;M;21.08.2009;3;R3;o13r8;b4r7;;;michael, 7.12.09 - tplms : bos stim;TRUE
r10s15;ZF;M;18.08.2009;4;2U4;g12r2;g4r7;;;;FALSE
r10s16;ZF;M;18.08.2009;4;;g12r2;g4r7;13.01.2010;Perished;Janie - Plan to use for acute experiments when > 120 dph.;FALSE
r10s17;ZF;F;18.08.2009;4;2U3;g12r2;g4r7;;;;FALSE
r10s18;ZF;F;18.08.2009;4;;g12r2;g4r7;06.11.2009;NE;;FALSE
r10s19;ZF;F;18.08.2009;4;;g12r2;g4r7;06.11.2009;NE;;FALSE
r10s2;ZF;F;21.08.2009;5;;b14r4;o19r5;06.11.2009;NE;;FALSE
r10s20;ZF;M;21.10.2009;0;R0;k8r2;o7r5;;;michael - GECIP : CAG GCamP4;TRUE
r10s3;ZF;M;21.08.2009;5;;b14r4;o19r5;02.11.2009;NE;;FALSE
r10s4;ZF;M;21.08.2009;5;KM;b14r4;o19r5;;;Janie - Plan to use for acute experiments when > 120 dph.;TRUE
r10s5;ZF;M;21.08.2009;5;2U3;b14r4;o19r5;;;;FALSE
r10s7;ZF;M;21.08.2009;5;KM;b14r4;o19r5;;;Janie - Plan to use for acute experiments when > 120 dph.;TRUE
r10s8;ZF;M;11.08.2009;1;KM;g13r8;r2s20;;;Moritz;TRUE
r10s9;ZF;F;11.08.2009;1;;g13r8;r2s20;06.11.2009;NE;;FALSE
r10y1;ZF;M;06.10.2009;1;R0;o13r8;b4r7;;;michael - GECIP : CAG GCamP4;TRUE
r10y10;ZF;M;23.09.2009;2;KO;p3r6;r5y18;;;;FALSE
r10y12;ZF;M;23.09.2009;6;;o5r8;k10r2;07.01.2010;End of Exp.;michael - GECIP;FALSE
r10y13;ZF;F;23.09.2009;2;KU;p3r6;r5y18;;;;FALSE
r10y14;ZF;M;23.09.2009;6;KM;o5r8;k10r2;;;;FALSE
r10y15;ZF;F;23.09.2009;6;E9;o5r8;k10r2;10.12.2009;End of Exp.;;FALSE
r10y16;ZF;;17.10.2009;0;;b10r7;b15r6;;;Bird given to Lorenzo Fagan;FALSE
r10y17;ZF;M;25.10.2009;3;KO;r6s5;o6r7;;;;FALSE
r10y18;ZF;M;25.10.2009;3;R0;r6s5;o6r7;;;michael - GECIP : CAG GCamP4;TRUE
r10y19;ZF;F;25.10.2009;3;KU;r6s5;o6r7;;;;FALSE
r10y2;ZF;M;06.10.2009;1;;o13r8;b4r7;;;missing from cage, 13.01.2010 - michael;FALSE
r10y20;ZF;M;25.10.2009;3;R0;r6s5;o6r7;;;michael - GECIP : CAG GCamP4;TRUE
r10y3;ZF;M;22.09.2009;5;;o1r1;r2y1;26.01.2010;End of Exp.;;FALSE
r10y4;ZF;F;22.09.2009;5;KU;o1r1;r2y1;;;;FALSE
r10y5;ZF;F;22.09.2009;5;R4;o1r1;r2y1;;;;FALSE
r10y6;ZF;F;22.09.2009;5;KU;o1r1;r2y1;;;;FALSE
r10y7;ZF;F;23.09.2009;6;E6;o5r8;k10r2;;;Show girl;FALSE
r10y8;ZF;F;03.10.2009;0;E9;;;04.12.2009;End of Exp.;was found in U5 on November 28th. Mother and father unknown. Age unkown and hence estimated.;FALSE
r11k-y1;ZF;M;11.01.2006;0;;yellow1;;16.06.2006;End of Exp.;;FALSE
r11o-o4k;ZF;F;02.08.2006;5;;o4k-p2;green13;20.03.2009;NE;long beak on 13.11.08;FALSE
r11p-s17o;ZF;F;07.03.2007;5;;s17o;s8k-p11k;25.06.2009;NE;not in KU 01.11.2007. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
r11p-y7o;ZF;F;22.01.2007;3;;y7o-r16;r11o-o4k;08.05.2007;End of Exp.;;FALSE
r11s10;ZF;F;05.12.2009;7;FJ5;o10r8;r5s1;;;;FALSE
r11s11;ZF;;05.12.2009;7;IS3;o10r8;r5s1;;;Small chick;FALSE
r11s12;ZF;F;05.12.2009;7;FJ5;o10r8;r5s1;;;White;FALSE
r11s13;ZF;M;08.12.2009;4;E5;p14k;r5s4;;;Yellow large chick;FALSE
r11s14;ZF;F;08.12.2009;4;FJ5;p14k;r5s4;;;;FALSE
r11s15;ZF;F;08.12.2009;4;FJ5;p14k;r5s4;;;;FALSE
r11s16;ZF;M;08.12.2009;4;E7;p14k;r5s4;;;Reserved by Alexei till 15.01.2010;FALSE
r11s17;ZF;F;26.11.2009;0;KU;p5r3;r8s8;;;;FALSE
r11s18;ZF;;05.12.2009;1;2O1;k13r2;o2r5;;;;FALSE
r11s19;ZF;;05.12.2009;1;2O1;k13r2;o2r5;;;;FALSE
r11s4;ZF;M;30.11.2009;1;IS5;p7r8k;k10r7;;;;FALSE
r11s5;ZF;M;30.11.2009;1;IS7;p7r8k;k10r7;;;;FALSE
r11s7;ZF;F;05.12.2009;7;FJ5;o10r8;r5s1;;;White;FALSE
r11s8;ZF;F;05.12.2009;7;IS1;o10r8;r5s1;;;Reserved by Alexei till 15.01.2010;FALSE
r12k-ch900;ZF;M;12.01.2006;0;;;;09.09.2008;End of Exp.;Reserved by Janie;FALSE
r12o-o4k;ZF;F;02.08.2006;5;;o4k-p2;green13;25.06.2009;NE;not in U1 - missing. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
r12p-y7o;ZF;M;22.01.2007;3;;y7o-r16;r11o-o4k;12.06.2009;End of Exp.;reserved for michael;FALSE
r13o-o4k;ZF;M;02.08.2006;5;;o4k-p2;green13;13.12.2006;End of Exp.;;FALSE
r13o-s17;ZF;M;17.12.2006;4;;silver17;blue10;06.05.2007;End of Exp.;;FALSE
r13p-sb;ZF;M;24.01.2007;2;;silverblack;blue3;28.04.2007;End of Exp.;;FALSE
r14o-o4k;ZF;F;02.08.2006;5;;o4k-p2;green13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r14p-s2;ZF;F;01.03.2007;3;;silver2;green16;24.07.2007;Given away;Given away to Johanna;FALSE
r14w-silver17;ZF;F;17.12.2006;4;;silver17;blue10;21.08.2008;NE;euthanized;FALSE
r15o-r11c;ZF;F;07.08.2006;2;;red11;purple8;22.11.2006;End of Exp.;;FALSE
r15p-s2;ZF;F;01.03.2007;3;;silver2;green16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r16o-r11;ZF;F;07.08.2006;2;;red11;purple8;20.03.2009;NE;;FALSE
r16p-s2;ZF;M;01.03.2007;3;;silver2;green16;21.06.2007;;;FALSE
r17k-silver17;ZF;F;17.12.2006;4;;silver17;blue10;22.03.2007;End of Exp.;;FALSE
r17o-r11;ZF;M;07.08.2006;2;;red11;purple8;21.12.2006;End of Exp.;;FALSE
r17p-s19o;ZF;F;13.03.2007;1;;s19o;green10;01.11.2007;Given away;Given away to Johanna;FALSE
r18o-r11;ZF;F;07.08.2006;2;;red11;purple8;16.02.2007;Given away;Given Away to Marianne;FALSE
r18p-s17o;ZF;M;07.03.2007;5;;s17o;s8k-p11k;09.06.2008;Given away;Reserved by Claude!!!  Good song. Purely white bird. Given away to Johanna on 09.06.08;FALSE
r18w-silver17;ZF;M;17.12.2006;4;;silver17;blue10;02.04.2007;End of Exp.;;FALSE
r19o-r11;ZF;M;07.08.2006;2;;red11;purple8;31.05.2007;End of Exp.;;FALSE
r19p-s17o;ZF;M;07.03.2007;5;;s17o;s8k-p11k;25.06.2009;NE;With good song structure, but rarely sing. Reserved by Claude. Not found in KM on 20 June 2009. - Janie;FALSE
r1b-o3;ZF;F;10.10.2006;2;;orange3;red5;21.05.2007;End of Exp.;;FALSE
r1o-p11k;ZF;M;20.04.2006;4;;p11k-ch900;g16k;13.11.2006;End of Exp.;;FALSE
r1p-r19o;ZF;M;15.12.2006;4;;r19o-r11;g1k;17.04.2007;End of Exp.;;FALSE
r1r1;ZF;M;16.11.2008;3;;b11r5;g18k-y6;06.05.2009;End of Exp.;not ringed yet;FALSE
r1s1;ZF;F;20.05.2007;0;;b13g-red11;s11p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
r1s10;ZF;M;09.05.2007;0;;purple20;purple13;05.12.2007;End of Exp.;;FALSE
r1s11;ZF;M;20.05.2007;1;;o4k-p2;green13;20.07.2007;End of Exp.;;FALSE
r1s12;ZF;M;20.05.2007;1;;o4k-p2;green13;20.07.2007;End of Exp.;;FALSE
r1s13;ZF;M;20.05.2007;1;;o4k-p2;green13;16.08.2007;End of Exp.;;FALSE
r1s14;ZF;M;01.06.2007;3;;red16;g18k-y6;15.07.2008;End of Exp.;died because of massive bleeding while inserting field L electrodes;FALSE
r1s15;ZF;F;01.06.2007;3;;red16;g18k-y6;01.11.2007;Given away;Given away to Johanna;FALSE
r1s16;ZF;M;01.06.2007;3;;red16;g18k-y6;29.10.2007;End of Exp.;;FALSE
r1s17;ZF;M;01.06.2007;3;;red16;g18k-y6;26.02.2008;End of Exp.;;FALSE
r1s18;ZF;F;20.05.2007;1;;o4k-p2;green13;24.07.2007;Given away;Given away to Johanna;FALSE
r1s19;ZF;F;20.05.2007;1;;o4k-p2;green13;24.07.2007;Given away;Given away to Johanna;FALSE
r1s2;ZF;M;20.05.2007;0;;b13g-red11;s11p-yellow8;19.09.2007;End of Exp.;;FALSE
r1s20;ZF;M;20.05.2007;1;;o4k-p2;green13;25.09.2007;End of Exp.;;FALSE
r1s3;ZF;F;20.05.2007;0;;b13g-red11;s11p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
r1s4;ZF;F;20.05.2007;0;;b13g-red11;s11p-yellow8;24.07.2007;Given away;Given away to Johanna;FALSE
r1s5;ZF;F;18.05.2007;2;;y16p-s2;o12o-r12k;24.07.2007;Given away;Given away to Johanna;FALSE
r1s6;ZF;M;18.05.2007;2;;y16p-s2;o12o-r12k;21.09.2007;End of Exp.;Bird immobile and very fluffy 1 day after surgery. 2nd Day after surgery bird still show strong apatie and weakness. Unable to eat and move.  Probably fatal infection. Euthanasie.;FALSE
r1s7;ZF;M;02.05.2007;3;;g1o-g14k;g15p-purple20;12.06.2008;End of Exp.;;FALSE
r1s8;ZF;M;02.05.2007;3;;g1o-g14k;g15p-purple20;17.07.2008;End of Exp.;;FALSE
r1s9;ZF;F;02.05.2007;3;;g1o-g14k;g15p-purple20;24.07.2007;Given away;Given away to Johanna;FALSE
r1y10;ZF;M;27.05.2007;3;;goldch900;purple17;07.10.2007;End of Exp.;;FALSE
r1y11;ZF;F;27.05.2007;3;;goldch900;purple17;01.11.2007;Given away;Given away to Johanna;FALSE
r1y12;ZF;M;27.05.2007;3;;goldch900;purple17;01.10.2008;End of Exp.;missing - propably found in KO.;FALSE
r1y13;ZF;F;27.05.2007;3;;goldch900;purple17;01.11.2007;Given away;Given away to Johanna;FALSE
r1y14;ZF;M;27.05.2007;3;;goldch900;purple17;01.04.2008;End of Exp.;;FALSE
r1y15;ZF;F;27.05.2007;3;;goldch900;purple17;01.11.2007;Given away;Given away to Johanna;FALSE
r1y16;ZF;F;11.06.2007;4;;b11o-p11k;g9b-o4k;21.08.2008;NE;euthanized;FALSE
r1y17;ZF;F;11.06.2007;4;;b11o-p11k;g9b-o4k;20.03.2009;NE;;FALSE
r1y18;ZF;M;11.06.2007;4;;b11o-p11k;g9b-o4k;;;missing;FALSE
r1y19;ZF;M;03.06.2007;4;;s3k-y8;k9k-ch900;23.03.2008;End of Exp.;;FALSE
r1y20;ZF;M;03.06.2007;4;;s3k-y8;k9k-ch900;15.11.2007;End of Exp.;Natively lack of 3 toes.;FALSE
r1y6;ZF;M;29.05.2007;4;;o20o-ch900;r12o-o4k;03.10.2007;Given away;This bird is reserved for acute experiment by Richard and Aymeric ---  Bird lost;FALSE
r1y7;ZF;F;27.05.2007;3;;b8o-p11k;r2b-o3;01.11.2007;Given away;Given away to Johanna;FALSE
r1y8;ZF;F;27.05.2007;3;;b8o-p11k;r2b-o3;21.08.2008;NE;euthanized;FALSE
r1y9;ZF;M;27.05.2007;3;;b8o-p11k;r2b-o3;04.10.2007;End of Exp.;;FALSE
r20o-o4k;ZF;F;29.04.2006;1;;o4k-p2;green13;06.10.2006;NE;;FALSE
r20p-s17o;ZF;F;07.03.2007;5;;s17o;s8k-p11k;24.07.2007;Given away;Given away to Johanna;FALSE
r2b1;ZF;F;28.09.2007;0;;yellow20;blue2;;;bird is missing in cage on June 15, 2009, michael;FALSE
r2b-o3;ZF;F;10.10.2006;2;;orange3;red5;;;Bird supposed to be in 2U2 but not there. Daniele 10.07.2009;FALSE
r2o-p11k;ZF;M;20.04.2006;4;;p11k-ch900;g16k;11.08.2006;End of Exp.;;FALSE
r2p-r19o;ZF;M;15.12.2006;4;;r19o-r11;g1k;26.03.2007;End of Exp.;;FALSE
r2r3;ZF;M;11.04.2007;3;;goldch900;purple17;21.07.2008;End of Exp.;;FALSE
r2r4;ZF;F;11.04.2007;3;;goldch900;purple17;24.07.2007;Given away;Given away to Johanna;FALSE
r2r5;ZF;M;11.04.2007;3;;goldch900;purple17;26.06.2008;End of Exp.;;FALSE
r2r6;ZF;M;04.04.2007;4;;s14k-r16;p3o-sb;30.11.2008;End of Exp.;dead?;FALSE
r2r7;ZF;M;04.04.2007;4;;s14k-r16;p3o-sb;27.02.2008;Perished;;FALSE
r2s1;ZF;F;06.10.2007;2;;g9r1;b4p-red11;21.08.2008;NE;euthanized;FALSE
r2s10;ZF;F;03.10.2007;3;;y7o-r16;purple16;21.08.2008;NE;euthanized;FALSE
r2s11;ZF;M;03.10.2007;3;;y7o-r16;purple16;26.03.2008;End of Exp.;;FALSE
r2s12;ZF;M;03.10.2007;3;;y7o-r16;purple16;03.03.2008;End of Exp.;;FALSE
r2s13;ZF;M;03.10.2007;3;;y7o-r16;purple16;08.02.2008;End of Exp.;;FALSE
r2s14;ZF;M;16.09.2007;3;;silvergreen8;green16;09.01.2007;;;FALSE
r2s15;ZF;F;16.09.2007;3;;silvergreen8;green16;21.08.2008;NE;euthanized;FALSE
r2s16;ZF;M;16.09.2007;3;;silvergreen8;green16;02.06.2008;End of Exp.;;FALSE
r2s17;ZF;F;16.09.2007;3;;silvergreen8;green16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r2s18;ZF;F;01.10.2007;2;;y16p-s2;o12o-r12k;02.11.2009;NE;;FALSE
r2s19;ZF;M;27.10.2007;5;;b8o-p11k;s13p-yellow8;26.02.2008;End of Exp.;;FALSE
r2s2;ZF;M;06.10.2007;2;;g9r1;b4p-red11;14.05.2008;End of Exp.;;FALSE
r2s20;ZF;F;27.10.2007;5;A-UR;b8o-p11k;s13p-yellow8;;;;FALSE
r2s3;ZF;M;06.10.2007;2;;g9r1;b4p-red11;04.09.2008;End of Exp.;White bird;FALSE
r2s4;ZF;M;28.09.2007;3;;g5r1;purple13;15.08.2008;End of Exp.;;FALSE
r2s5;ZF;M;28.09.2007;3;;g5r1;purple13;02.02.2008;End of Exp.;;FALSE
r2s6;ZF;M;28.09.2007;3;;g5r1;purple13;06.10.2008;End of Exp.;;FALSE
r2s7;ZF;M;28.09.2007;3;;g5r1;purple13;22.04.2008;End of Exp.;;FALSE
r2s8;ZF;F;28.09.2007;0;;g5r1;purple13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r2s9;ZF;M;03.10.2007;3;;y7o-r16;purple16;17.01.2008;End of Exp.;;FALSE
r2v1;ZF;M;28.09.2007;0;;yellow20;blue2;;;missing;FALSE
r2y1;ZF;F;14.10.2007;3;U6;g8r1;b7br-b3k;;;;FALSE
r2y10;ZF;M;03.10.2007;3;;r6p-r9k;red5;31.12.2007;End of Exp.;;FALSE
r2y11;ZF;M;08.10.2007;2;;red16;g18k-y6;11.02.2008;End of Exp.;;FALSE
r2y12;ZF;M;03.10.2007;3;;r6p-r9k;red5;;;missing;FALSE
r2y13;ZF;M;02.10.2007;2;;r12p-y7o;o8p-y8;25.04.2008;Surgery;;FALSE
r2y14;ZF;F;02.10.2007;2;;r12p-y7o;o8p-y8;21.08.2008;NE;euthanized, not found in ZZ-O on 09.06.08;FALSE
r2y15;ZF;F;17.10.2007;2;;y5o-s3k;purple17;04.06.2008;NE;Found with broken leg. Claude.;FALSE
r2y16;ZF;M;17.10.2007;2;;y5o-s3k;purple17;02.10.2008;NE;swollen feet - removed rings to see if he gets better. Bird injured himself on cuttle bone holder in MK so severly that we had to put him down.;FALSE
r2y17;ZF;M;17.10.2007;2;;y5o-s3k;purple17;12.03.2008;End of Exp.;;FALSE
r2y18;ZF;F;17.10.2007;3;;y5o-s3k;purple17;21.08.2008;NE;euthanized,not found in ZZ-O on 09.06.08. Found on 08.07.08 and put back in KU.;FALSE
r2y19;ZF;M;17.10.2007;0;;y5o-s3k;purple17;06.05.2008;End of Exp.;;FALSE
r2y2;ZF;F;14.10.2007;3;;g8r1;b7br-b3k;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r2y20;ZF;M;28.09.2007;0;;yellow20;blue2;11.06.2008;End of Exp.;;FALSE
r2y3;ZF;M;14.10.2007;3;;g8r1;b7br-b3k;05.02.2008;NE;seems to have died in cage - of no apparent reason.;FALSE
r2y4;ZF;M;18.10.2007;1;;yellow10;o9o10;09.06.2008;End of Exp.;;FALSE
r2y5;ZF;F;18.10.2007;1;;yellow10;o9o10;09.06.2008;End of Exp.;;FALSE
r2y6;ZF;F;18.10.2007;1;;yellow10;o9o10;25.01.2008;Perished;something wrong with one of the feet. Seems to be pregnant. Changes sex to female. Add 25.01.2008:  Bird seems sick, killed the bird.;FALSE
r2y7;ZF;F;18.10.2007;5;;yellow10;o9o10;12.02.2008;End of Exp.;;FALSE
r2y8;ZF;F;18.10.2007;5;;yellow10;o9o10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r2y9;ZF;F;03.10.2007;3;;r6p-r9k;red5;06.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r3o-p11k;ZF;F;20.04.2006;4;;p11k-ch900;g16k;04.06.2006;Perished;Ibutenic acid lesion.;FALSE
r3p-orange3;ZF;F;23.12.2006;2;;orange3;red5;20.04.2007;End of Exp.;;FALSE
r3p-r19o;ZF;M;15.12.2006;4;;r19o-r11;g1k;07.10.2008;End of Exp.;Reserved for Janie;FALSE
r3r10;ZF;M;20.05.2007;1;;r3p-r19o;r16o-r11;01.10.2007;End of Exp.;;FALSE
r3r11;ZF;M;20.05.2007;1;;r3p-r19o;r16o-r11;20.11.2007;End of Exp.;;FALSE
r3r8;ZF;M;04.04.2007;4;;s14k-r16;p3o-sb;20.08.2008;End of Exp.;;FALSE
r3r9;ZF;F;20.05.2007;1;;r3p-r19o;r16o-r11;24.07.2007;Given away;Given away to Johanna;FALSE
r3s1;ZF;;13.12.2007;7;;y7o-r16;purple16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r3s14;ZF;F;30.12.2007;4;;g6r1;p14b-r16;10.11.2008;End of Exp.;It's a female. Claude.;FALSE
r3s15;ZF;M;30.12.2007;4;;g6r1;p14b-r16;07.04.2008;End of Exp.;;FALSE
r3s16;ZF;M;30.12.2007;4;;g6r1;p14b-r16;16.04.2008;End of Exp.;;FALSE
r3s17;ZF;F;30.12.2007;4;;g6r1;p14b-r16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r3s2;ZF;;13.12.2007;7;;y7o-r16;purple16;31.03.2008;End of Exp.;;FALSE
r3s3;ZF;M;13.12.2007;7;;y7o-r16;purple16;;NE;severely sick.;FALSE
r3s4;ZF;F;27.12.2007;4;;g3r1;purple8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r3s5;ZF;M;17.01.2008;4;;yellow10;o9o10;11.02.2008;End of Exp.;;FALSE
r3s6;ZF;;19.01.2008;5;;g13p-purple20;r8p-s19o;11.02.2008;End of Exp.;;FALSE
r3s7;ZF;M;17.01.2008;4;;yellow10;o9o10;11.02.2008;End of Exp.;;FALSE
r3y1;BF;F;01.01.2007;0;KU;;;;;;FALSE
r3y10;BF;F;01.01.2007;0;;;;25.08.2009;Perished;;FALSE
r3y11;BF;M;01.01.2007;0;A;;;;;;FALSE
r3y12;BF;M;01.01.2007;0;A;;;;;missing r3 ring;FALSE
r3y13;ZF;F;30.12.2007;5;;g9r1;b4p-red11;;;bird is missing in cage on June 15, 2009, michael;FALSE
r3y14;ZF;M;30.12.2007;5;;g9r1;b4p-red11;12.03.2008;End of Exp.;;FALSE
r3y15;ZF;M;30.12.2007;5;;g9r1;b4p-red11;28.05.2008;End of Exp.;;FALSE
r3y16;ZF;F;30.12.2007;5;;g9r1;b4p-red11;09.06.2008;NE;;FALSE
r3y17;ZF;F;30.12.2007;5;;g9r1;b4p-red11;21.08.2008;NE;euthanized;FALSE
r3y18;ZF;F;30.12.2007;3;;g5r1;purple13;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
r3y19;ZF;M;30.12.2007;3;;g5r1;purple13;02.04.2008;End of Exp.;;FALSE
r3y2;BF;F;01.01.2007;0;A;;;;;;FALSE
r3y20;ZF;M;30.12.2007;3;;g5r1;purple13;16.04.2008;End of Exp.;;FALSE
r3y3;BF;M;01.01.2007;0;A;;;;;didn't want to sing in E4.;FALSE
r3y4;BF;F;01.01.2007;0;A;;;;;;FALSE
r3y5;BF;F;01.01.2007;0;?;;;;;Not found in cage A on 25 Aug., 2009 - Janie.;FALSE
r3y6;BF;M;01.01.2007;0;A;;;;;;FALSE
r3y7;BF;M;01.01.2007;0;A;;;;;;FALSE
r3y8;BF;M;01.01.2007;0;A;;;;;;FALSE
r3y9;BF;F;01.01.2007;0;?;;;;;Not found in cage A on 25 Aug., 2009 - Janie.;FALSE
r4k-sk;ZF;M;20.10.2005;0;;silverblack;;14.06.2006;End of Exp.;The Stim. Electrodes detached from skull during exp.;FALSE
r4o14;BF;F;01.01.2008;0;A;;;;;;FALSE
r4o9;BF;F;01.01.2008;0;A;;;;;;FALSE
r4o-p11k;ZF;F;20.04.2006;4;;p11k-ch900;g16k;11.08.2006;End of Exp.;;FALSE
r4p1;ZF;F;08.05.2008;4;;g12r2;p10r2;21.08.2008;NE;euthanized;FALSE
r4p2;ZF;M;08.05.2008;4;;g12r2;p10r2;;;missing;FALSE
r4p3;ZF;M;08.05.2008;4;;g12r2;p10r2;17.09.2008;End of Exp.;;FALSE
r4p4;ZF;F;08.05.2008;4;;g12r2;p10r2;21.08.2008;NE;euthanized;FALSE
r4p5;ZF;M;08.05.2008;4;;g12r2;p10r2;02.09.2008;End of Exp.;;FALSE
r4p-orange3;ZF;F;23.12.2006;2;;orange3;red5;29.03.2007;End of Exp.;;FALSE
r4p-r9k;ZF;F;15.12.2006;0;;r9k-s17;p8k;25.06.2009;NE;not in KU 01.11.2007. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
r4r12;ZF;F;20.05.2007;1;;r3p-r19o;r16o-r11;24.07.2007;Given away;Given away to Johanna;FALSE
r4r13;ZF;F;09.05.2007;4;;p14k-p2;purple8;24.07.2007;Given away;Given away to Johanna;FALSE
r4r14;ZF;F;09.05.2007;4;;p14k-p2;purple8;24.07.2007;Given away;Given away to Johanna;FALSE
